"","tg1","tg2","tg3","tg4","tg5","tg6","tg7","tg8","tg9","tg10","tg11","tg12","tg13","tg14","tg15","tg16","tg17","tg18","tg19","tg20","tg21","tg22","tg23","tg24","tg25","tg26","tg27","tg28","tg29","tg30","tg31","tg32","tg33","tg34","tg35","tg36","tg37","tg38","tg39","tg40","tg41","tg42","elev","alt","thick"
"23",6.116141e-07,5.02609e-07,3.887101e-07,3.001955e-07,2.388518e-07,1.807613e-07,1.401724e-07,1.090275e-07,1.496578e-07,8.535193e-08,1.278694e-07,1.076922e-07,6.5793e-08,8.96976e-08,7.39072e-08,4.612941e-08,6.030034e-08,3.759792e-08,4.864662e-08,3.912782e-08,2.637325e-08,2.982286e-08,1.976031e-08,2.229422e-08,1.520134e-08,1.747629e-08,1.077854e-08,1.395875e-08,8.104045e-09,1.042797e-08,5.769166e-09,7.324945e-09,3.828806e-09,5.054747e-09,3.173236e-09,1.937855e-09,1.162469e-09,6.976145e-10,4.126765e-10,2.457865e-10,1.577018e-10,8.807991e-11,15,54.21,4.58
"24",2.027436e-06,1.64418e-06,1.236422e-06,9.247708e-07,6.910516e-07,5.24118e-07,3.910745e-07,3.010782e-07,4.209147e-07,2.23634e-07,3.518075e-07,2.899665e-07,1.635091e-07,2.350444e-07,1.871503e-07,1.207307e-07,1.468725e-07,8.553349e-08,1.128071e-07,8.684647e-08,5.936962e-08,6.313931e-08,3.994931e-08,4.539254e-08,2.91332e-08,3.451708e-08,2.214246e-08,2.720627e-08,1.577099e-08,2.010396e-08,1.063117e-08,1.409512e-08,6.61009e-09,9.674051e-09,6.243722e-09,3.82036e-09,2.290141e-09,1.3435e-09,7.801237e-10,4.364788e-10,2.451469e-10,1.363149e-10,23,34.81,5.2
"25",5.136826e-06,4.097466e-06,3.042214e-06,2.216676e-06,1.603393e-06,1.163586e-06,8.526878e-07,6.186596e-07,8.8557e-07,4.429959e-07,7.20989e-07,5.788942e-07,3.143756e-07,4.563236e-07,3.548441e-07,2.282564e-07,2.726355e-07,1.591119e-07,2.074475e-07,1.576171e-07,1.08744e-07,1.128262e-07,7.225517e-08,7.966965e-08,5.069808e-08,5.943115e-08,3.779919e-08,4.608552e-08,2.659942e-08,3.315769e-08,1.752296e-08,2.254834e-08,1.087588e-08,1.499098e-08,9.268213e-09,5.487845e-09,3.175521e-09,1.808224e-09,9.916166e-10,5.330635e-10,2.934371e-10,1.57616e-10,21,24.15,5.39
"26",4.427538e-06,3.487746e-06,2.617554e-06,1.957974e-06,1.46359e-06,1.096874e-06,8.15517e-07,5.837378e-07,8.187582e-07,4.082264e-07,6.68303e-07,5.321606e-07,2.790362e-07,4.112494e-07,3.09028e-07,1.916564e-07,2.272945e-07,1.271434e-07,1.647016e-07,1.176579e-07,7.839331e-08,7.851078e-08,4.840156e-08,5.173581e-08,3.198175e-08,3.680409e-08,2.339504e-08,2.757834e-08,1.51503e-08,1.933405e-08,9.906355e-09,1.2789e-08,5.636275e-09,8.396871e-09,5.119746e-09,3.03711e-09,1.820404e-09,1.066262e-09,6.163662e-10,3.575343e-10,2.045211e-10,1.13012e-10,18,30.8,5.45
"27",2.69467e-06,2.214458e-06,1.715597e-06,1.294679e-06,9.872969e-07,7.493495e-07,5.663248e-07,4.225409e-07,5.85075e-07,3.088918e-07,4.850929e-07,3.926436e-07,2.16721e-07,3.087247e-07,2.358745e-07,1.476438e-07,1.762345e-07,1.021308e-07,1.295682e-07,9.386285e-08,6.420322e-08,6.335388e-08,3.934781e-08,4.206378e-08,2.728865e-08,3.005576e-08,1.914205e-08,2.249539e-08,1.266121e-08,1.568303e-08,8.307011e-09,1.03384e-08,4.594988e-09,6.679578e-09,4.021247e-09,2.379152e-09,1.411139e-09,8.438591e-10,4.94452e-10,2.884981e-10,1.652023e-10,9.084614e-11,16,32.63,5.27
"28",2.59241e-06,2.074822e-06,1.559954e-06,1.151439e-06,8.583307e-07,6.443123e-07,4.834791e-07,3.589271e-07,5.009634e-07,2.67988e-07,4.179238e-07,3.445474e-07,1.967849e-07,2.799746e-07,2.244358e-07,1.446277e-07,1.778261e-07,1.086268e-07,1.401311e-07,1.092714e-07,7.555703e-08,8.069942e-08,5.117692e-08,5.898979e-08,3.760962e-08,4.541572e-08,2.984187e-08,3.618924e-08,2.086012e-08,2.698244e-08,1.447327e-08,1.907092e-08,8.977354e-09,1.315625e-08,8.389661e-09,5.131143e-09,3.074516e-09,1.769592e-09,9.582121e-10,5.203594e-10,2.785454e-10,1.47494e-10,15,32.16,5.55
"29",6.729316e-07,5.72472e-07,4.377882e-07,3.369344e-07,2.572725e-07,2.026072e-07,1.565678e-07,1.195521e-07,1.660582e-07,9.113031e-08,1.411977e-07,1.183173e-07,6.733834e-08,9.716938e-08,7.8439e-08,4.965392e-08,6.222888e-08,3.698544e-08,4.863884e-08,3.795322e-08,2.613607e-08,2.816785e-08,1.751485e-08,2.067285e-08,1.342788e-08,1.601557e-08,1.04767e-08,1.286647e-08,7.04279e-09,9.687437e-09,5.055135e-09,6.999704e-09,4.944697e-09,3.290616e-09,2.080081e-09,1.283678e-09,7.738872e-10,4.436466e-10,2.588905e-10,1.407008e-10,8.132568e-11,0.033494,22,54.04,6
"32",1.130882e-06,9.168749e-07,7.168815e-07,5.482175e-07,4.206085e-07,3.3683e-07,2.596103e-07,1.968992e-07,2.749464e-07,1.52983e-07,2.347461e-07,1.980249e-07,1.152732e-07,1.647445e-07,1.356469e-07,8.783538e-08,1.107529e-07,6.679839e-08,8.959306e-08,7.232455e-08,4.747611e-08,5.54327e-08,3.424083e-08,4.221231e-08,2.647804e-08,3.368076e-08,2.033761e-08,2.769018e-08,1.567037e-08,2.161837e-08,1.123676e-08,1.615582e-08,7.587456e-09,1.183509e-08,8.089251e-09,5.295752e-09,3.369793e-09,2.055261e-09,1.214758e-09,6.997075e-10,4.154405e-10,2.551181e-10,11,43.56,1.13
"33",2.062089e-06,1.746527e-06,1.381248e-06,1.062619e-06,8.173847e-07,6.241792e-07,4.799351e-07,3.626813e-07,5.063001e-07,2.721983e-07,4.27405e-07,3.56446e-07,2.03412e-07,2.932121e-07,2.386951e-07,1.529905e-07,1.930594e-07,1.148335e-07,1.555512e-07,1.247539e-07,8.289095e-08,9.539443e-08,5.958184e-08,7.219453e-08,4.571582e-08,5.709202e-08,3.530019e-08,4.650273e-08,2.567298e-08,3.541879e-08,1.814822e-08,2.567643e-08,1.199772e-08,1.811285e-08,1.182606e-08,7.397833e-09,4.534764e-09,2.714933e-09,1.551827e-09,8.785018e-10,4.996741e-10,2.836756e-10,2,36.77,0.29
"34",4.21988e-06,3.596793e-06,2.838793e-06,2.20334e-06,1.658433e-06,1.274497e-06,9.678589e-07,7.267938e-07,1.018727e-06,5.399472e-07,8.548196e-07,7.071846e-07,4.010189e-07,5.761759e-07,4.632486e-07,2.948059e-07,3.690317e-07,2.194352e-07,2.926002e-07,2.30126e-07,1.545877e-07,1.721399e-07,1.076739e-07,1.273314e-07,7.967406e-08,9.907463e-08,6.213664e-08,7.960845e-08,4.532178e-08,6.004002e-08,3.108866e-08,4.30378e-08,2.020809e-08,2.998387e-08,1.940573e-08,1.196527e-08,7.213824e-09,4.14961e-09,2.259994e-09,1.198072e-09,6.383462e-10,3.270511e-10,12,27.43,1.85
"35",1.402764e-06,1.158958e-06,8.993002e-07,6.801184e-07,5.113739e-07,4.026106e-07,3.156268e-07,2.4194e-07,3.253035e-07,1.878387e-07,2.795263e-07,2.383854e-07,1.497485e-07,2.009969e-07,1.673823e-07,1.149998e-07,1.391931e-07,8.924459e-08,1.127559e-07,8.954767e-08,6.156903e-08,6.646733e-08,4.250312e-08,4.777848e-08,3.163271e-08,3.576365e-08,2.343138e-08,2.766786e-08,1.587012e-08,1.974847e-08,1.011011e-08,1.325658e-08,6.086319e-09,8.691338e-09,5.307033e-09,3.123466e-09,1.837403e-09,1.084464e-09,6.284088e-10,3.794795e-10,2.395713e-10,1.393774e-10,19,36.33,3
"36",1.274548e-06,1.100692e-06,8.308638e-07,6.360264e-07,4.857793e-07,3.7429e-07,2.902756e-07,2.32392e-07,3.17199e-07,1.799956e-07,2.722282e-07,2.313368e-07,1.390502e-07,1.940696e-07,1.603586e-07,1.078028e-07,1.296128e-07,7.982562e-08,1.042331e-07,8.233909e-08,5.649242e-08,6.082666e-08,3.848697e-08,4.354708e-08,2.877887e-08,3.257913e-08,2.120972e-08,2.50704e-08,1.420984e-08,1.795695e-08,9.459652e-09,1.204699e-08,5.619298e-09,7.913326e-09,4.856795e-09,2.8945e-09,1.757652e-09,1.047168e-09,6.08311e-10,3.661347e-10,2.214806e-10,1.327027e-10,19,39.2,2.9
"37",3.84281e-06,3.137612e-06,2.380387e-06,1.754569e-06,1.293194e-06,9.730135e-07,7.207575e-07,5.371784e-07,7.513975e-07,3.987888e-07,6.242739e-07,5.12833e-07,2.936787e-07,4.148828e-07,3.309045e-07,2.158272e-07,2.603138e-07,1.576455e-07,2.025914e-07,1.542601e-07,1.063908e-07,1.100244e-07,7.022991e-08,7.625491e-08,4.849323e-08,5.558424e-08,3.628687e-08,4.208282e-08,2.358624e-08,2.943831e-08,1.505518e-08,1.932368e-08,8.89988e-09,1.24145e-08,7.430329e-09,4.316691e-09,2.501336e-09,1.457444e-09,8.29504e-10,4.782857e-10,2.873035e-10,1.669246e-10,22,27.61,2.87
"38",2.065274e-06,1.705652e-06,1.31585e-06,9.978048e-07,7.487676e-07,5.799144e-07,4.475488e-07,3.417105e-07,4.725058e-07,2.579006e-07,4.000264e-07,3.349381e-07,1.954453e-07,2.761573e-07,2.247243e-07,1.462423e-07,1.806365e-07,1.086922e-07,1.438867e-07,1.132887e-07,7.710689e-08,8.402827e-08,5.410921e-08,6.147482e-08,3.943621e-08,4.72365e-08,3.02343e-08,3.751185e-08,2.147976e-08,2.779556e-08,1.433853e-08,1.954224e-08,9.705121e-09,1.340776e-08,8.550722e-09,5.217666e-09,3.151754e-09,1.847048e-09,1.037684e-09,5.809884e-10,3.262643e-10,1.697742e-10,19,35.43,2.72
"39",1.167e-06,9.838894e-07,7.659459e-07,5.818945e-07,4.428371e-07,3.374709e-07,2.679034e-07,2.129243e-07,2.903415e-07,1.67967e-07,2.495952e-07,2.129115e-07,1.302516e-07,1.793004e-07,1.492991e-07,9.98881e-08,1.223111e-07,7.840604e-08,9.941446e-08,7.946988e-08,5.518228e-08,5.948966e-08,3.829307e-08,4.323118e-08,2.809007e-08,3.267936e-08,2.13876e-08,2.540672e-08,1.471325e-08,1.830228e-08,9.451612e-09,1.239232e-08,5.642909e-09,8.182161e-09,5.006068e-09,2.974885e-09,1.786797e-09,1.049124e-09,6.076924e-10,3.679541e-10,2.216553e-10,1.37605e-10,21,41.14,3.1
"40",2.936154e-06,2.405006e-06,1.832168e-06,1.381198e-06,1.050258e-06,8.157033e-07,6.290705e-07,4.823701e-07,6.574418e-07,3.684088e-07,5.577951e-07,4.660462e-07,2.753213e-07,3.812501e-07,3.047766e-07,2.00558e-07,2.383006e-07,1.451477e-07,1.825905e-07,1.376388e-07,9.467176e-08,9.564509e-08,6.102839e-08,6.447513e-08,4.257293e-08,4.604674e-08,3.009183e-08,3.430203e-08,1.937423e-08,2.360103e-08,1.154128e-08,1.531033e-08,7.275124e-09,9.765178e-09,5.717015e-09,3.316013e-09,1.944489e-09,1.15446e-09,6.634079e-10,3.942429e-10,2.549028e-10,1.551366e-10,20,29.24,2.6
"41",3.407466e-06,2.761116e-06,2.098627e-06,1.56035e-06,1.171824e-06,8.839793e-07,6.647443e-07,5.053196e-07,6.884968e-07,3.730493e-07,5.76261e-07,4.759993e-07,2.746197e-07,3.867699e-07,3.096608e-07,2.044868e-07,2.452408e-07,1.495224e-07,1.928321e-07,1.504223e-07,1.03931e-07,1.114437e-07,7.228689e-08,8.06098e-08,5.234843e-08,6.109967e-08,3.943018e-08,4.784552e-08,2.708677e-08,3.47186e-08,1.781545e-08,2.376606e-08,1.100589e-08,1.57913e-08,9.69857e-09,5.680875e-09,3.25408e-09,1.813281e-09,9.592254e-10,5.026261e-10,2.755747e-10,1.421787e-10,19,31.23,1.77
"42",3.468426e-06,2.864218e-06,2.123251e-06,1.60074e-06,1.201378e-06,9.278456e-07,6.946659e-07,5.156039e-07,7.119718e-07,3.691596e-07,5.892102e-07,4.799396e-07,2.671894e-07,3.825706e-07,2.978344e-07,1.901104e-07,2.262358e-07,1.326006e-07,1.67955e-07,1.211505e-07,8.176862e-08,7.99329e-08,5.006426e-08,5.093084e-08,3.291396e-08,3.469469e-08,2.244594e-08,2.486201e-08,1.402306e-08,1.630862e-08,8.249671e-09,1.004886e-08,4.949356e-09,6.112209e-09,3.466581e-09,1.913452e-09,1.088232e-09,5.957619e-10,3.173687e-10,1.764412e-10,8.972059e-11,6.216602e-11,4,33.94,1
"43",4.452323e-07,3.994957e-07,3.064685e-07,2.40246e-07,1.909875e-07,1.422802e-07,1.118741e-07,8.421311e-08,1.1839e-07,6.786797e-08,1.01235e-07,8.613304e-08,5.301746e-08,7.201735e-08,5.954679e-08,4.117011e-08,4.905186e-08,3.173379e-08,4.001298e-08,3.268518e-08,2.275517e-08,2.551388e-08,1.695709e-08,1.96465e-08,1.318761e-08,1.608505e-08,1.06609e-08,1.314988e-08,8.060679e-09,9.850604e-09,5.461881e-09,7.077352e-09,4.960077e-09,3.172813e-09,1.927176e-09,1.14564e-09,6.494686e-10,3.654357e-10,2.037323e-10,1.150746e-10,6.539472e-11,0.16935,6,61.01,2
"44",1.484779e-06,1.248626e-06,9.445915e-07,7.049754e-07,5.264944e-07,3.97554e-07,2.983671e-07,2.22675e-07,3.149986e-07,1.692536e-07,2.630021e-07,2.166525e-07,1.268874e-07,1.758058e-07,1.404862e-07,8.973259e-08,1.109355e-07,6.92478e-08,8.720956e-08,6.80789e-08,4.581871e-08,5.021082e-08,3.215484e-08,3.65616e-08,2.299701e-08,2.825696e-08,1.874802e-08,2.238258e-08,1.251982e-08,1.6728e-08,8.456669e-09,1.183979e-08,5.409444e-09,8.239332e-09,5.360075e-09,3.337894e-09,2.036038e-09,1.209377e-09,6.773416e-10,3.782967e-10,2.222126e-10,1.266072e-10,22,40.24,6.09
"45",1.672625e-06,1.404349e-06,1.078886e-06,8.13092e-07,6.004202e-07,4.524697e-07,3.448931e-07,2.57079e-07,3.673343e-07,1.933476e-07,3.072724e-07,2.537301e-07,1.411991e-07,2.061635e-07,1.651397e-07,1.034014e-07,1.307604e-07,7.627062e-08,1.007322e-07,7.844047e-08,5.348978e-08,5.768151e-08,3.71638e-08,4.173382e-08,2.660813e-08,3.177667e-08,1.99672e-08,2.502658e-08,1.429527e-08,1.842743e-08,9.201433e-09,1.287983e-08,5.970503e-09,8.812315e-09,5.705038e-09,3.474655e-09,2.070655e-09,1.193914e-09,6.514074e-10,3.6227e-10,2.109e-10,1.243418e-10,24,38.89,5.54
"46",1.496085e-06,1.281111e-06,9.912266e-07,7.52769e-07,5.695573e-07,4.354419e-07,3.351559e-07,2.535542e-07,3.511634e-07,1.922184e-07,2.966484e-07,2.472653e-07,1.426841e-07,2.028606e-07,1.641949e-07,1.099071e-07,1.314494e-07,7.948533e-08,1.045238e-07,8.255063e-08,5.683361e-08,6.183619e-08,3.964741e-08,4.53853e-08,2.973339e-08,3.473932e-08,2.185606e-08,2.731239e-08,1.601047e-08,1.989646e-08,1.032762e-08,1.358968e-08,6.075051e-09,8.974385e-09,5.41658e-09,3.099001e-09,1.75594e-09,9.540769e-10,4.899333e-10,2.52883e-10,1.290067e-10,6.10226e-11,14,31.28,0.65
